-156.711592,58.848208,MARTIN MONSEN REGIONAL LIBRARY,"101 MAIN STREET NAKNEK, AK 99633-0147 (907) 246-4465 AK0047004"
-151.691726,60.027509,NINILCHIK COMMUNITY LIBRARY,"15850 STERLING HIGHWAY NINILCHIK, AK 99639-0165 (907) 567-3333 AK0051002"
-152.508261,57.921227,OUZINKIE TRIBAL MEDIA CENTER,"130 THIRD STREET OUZINKIE, AK 99644-0130 (907) 680-2323 AK0113002"
-149.113282,61.598552,PALMER PUBLIC LIBRARY,"655 SOUTH VALLEY WAY PALMER, AK 99645-6667 (907) 745-4690 AK0055002"
-157.386163,57.526234,PILOT POINT TRIBAL LIBRARY,"2200 MAIN STREET PILOT POINT, AK 99649-0448 (907) 797-2273 AK0133001"
-149.819317,61.552513,BIG LAKE PUBLIC LIBRARY,"3140 SOUTH BIG LAKE ROAD BIG LAKE, AK 99652-0829 (907) 892-6475 AK0007002"
-149.441447,61.582543,WASILLA PUBLIC LIBRARY,"391 NORTH MAIN STREET WASILLA, AK 99654-7085 (907) 373-2242 AK0078002"
-160.487593,55.347618,SAND POINT COMMUNITY/SCHOOL LIBRARY,"123 RED COVE ROAD SAND POINT, AK 99661-0269 (907) 383-2393 AK0101002"
-151.531478,59.644628,SELDOVIA PUBLIC LIBRARY,"260 SELDOVIA STREET SELDOVIA, AK 99663-0275 (907) 234-7662 AK0064002"
-149.438759,60.101788,SEWARD COMMUNITY LIBRARY,"238 5TH AVENUE SEWARD, AK 99664-2389 (907) 224-4008 AK0065002"
-159.795485,62.640118,INNOKO RIVER COMMUNITY/SCHOOL LIBRARY,"101 PINE STREET SHAGELUK, AK 99665-0053 (907) 473-8233 AK0120001"
-151.072559,60.492342,SOLDOTNA PUBLIC LIBRARY,"235 NORTH BINKLEY STREET SOLDOTNA, AK 99669-7523 (907) 262-4227 AK0069002"
-156.906022,58.690714,SOUTH NAKNEK BRANCH LIBRARY,"AIRPORT ROAD SOUTH NAKNEK, AK 99670-0086 (907) 246-6513 AK0047003"
-148.945035,61.754516,SUTTON PUBLIC LIBRARY,"11317 NORTH JONESVILLE MINE ROAD SUTTON, AK 99674-0266 (907) 745-4467 AK0070002"
-156.124971,62.975157,TAKOTNA COMMUNITY LIBRARY,"RIVERSIDE DRIVE TAKOTNA, AK 99675-9999 (907) 298-2229 AK0071001"
-149.889642,62.17975,TALKEETNA PUBLIC LIBRARY,"MILE 13.5 TALKEETNA SPUR ROAD TALKEETNA, AK 99676-0768 (907) 733-2359 AK0072002"
-160.391925,59.060073,TOGIAK PUBLIC LIBRARY AND CULTURAL CENTER,"SECOND AVENUE AND G STREET TOGIAK, AK 99678-0353 (907) 493-5317 AK0135001"
-160.953261,61.108368,TULUKSAK SCHOOL/COMMUNITY LIBRARY,"PHILLIP STREET TULUKSAK, AK 99679-0115 (907) 695-5636 AK0091002"
-150.323847,61.410936,TRAPPER CREEK PUBLIC LIBRARY,"MILE 115 PARKS HIGHWAY TRAPPER CREEK, AK 99683-0388 (907) 733-1546 AK0103002"
-166.529638,53.870522,UNALASKA PUBLIC LIBRARY,"64 ELEANOR DRIVE UNALASKA, AK 99685-1370 (907) 581-5060 AK0115002"
-146.353761,61.129189,VALDEZ CONSORTIUM LIBRARY,"212 FAIRBANKS STREET VALDEZ, AK 99686-0609 (907) 835-4632 AK0077002"
-150.96573,61.670063,WILLOW PUBLIC LIBRARY,"23557 WEST WILLOW COMMUNITY CENTER WILLOW, AK 99688-0129 (907) 495-7323 AK0080002"
-154.374291,63.006719,NIKOLAI COMMUNITY/SCHOOL LIBRARY,"TOP OF THE KUSKOKWIM SCHOOL BUILDIN NIKOLAI, AK 99691-9091 (907) 293-2427 AK0100001"
-147.73849,64.838451,FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARY,"1215 COWLES STREET FAIRBANKS, AK 99701-4313 (907) 459-1020 AK0023002"
-147.350744,64.749439,NORTH POLE BRANCH LIBRARY,"601 SNOWMAN LANE NORTH POLE, AK 99705-7716 (907) 488-6101 AK0023003"
-151.7245,68.146898,NUNAMIUT SCHOOL/COMMUNITY LIBRARY,"114 ILLINOIS AVENUE ANAKTUVUK PASS, AK 99721-1029 (907) 661-3226 AK0094005"
-156.75342,71.298453,TUZZY CONSORTIUM LIBRARY,"5421 NORTH STAR STREET BARROW, AK 99723-2130 (907) 852-4050 AK0094010"
-148.678298,63.443919,CANTWELL COMMUNITY LIBRARY,"1 SCHOOL ROAD CANTWELL, AK 99729-0068 (907) 768-2372 AK0008002"
-145.713082,64.032565,DELTA COMMUNITY LIBRARY,"2291 DEBORAH STREET DELTA JUNCTION, AK 99737-0229 (907) 895-4102 AK0019002"
-141.201813,64.786485,EAGLE PUBLIC LIBRARY,"2ND & AMUNDSEN EAGLE, AK 99738-0045 (907) 547-2334 AK0021002"
-162.06909,64.759003,ERNEST NYLIN MEMORIAL LIBRARY,"50 ELIM LOOP ELIM, AK 99739-0050 (907) 890-3501 AK0022002"
-154.733323,65.960429,CHARLES EVANS COMMUNITY/SCHOOL LIBRARY,"299 ANTOSKI DRIVE GALENA, AK 99741-0149 (907) 656-4518 AK0025002"
-148.562161,64.013251,TRI-VALLEY COMMUNITY LIBRARY,"SUNTRANA ROAD HEALY, AK 99743-0518 (907) 683-2507 AK0030002"
-149.180302,64.344307,ANDERSON VILLAGE LIBRARY,"101 FIRST STREET ANDERSON, AK 99744-3078 (907) 582-2628 AK0003002"
-143.631181,70.129089,HAROLD KAVEOLOOK SCHOOL/COMMUNITY LIBRARY,"2001 BARTER AVENUE KAKTOVIK, AK 99747-0020 (907) 640-6626 AK0094007"
-162.587444,66.897887,CHUKCHI CONSORTIUM LIBRARY,"604 THIRD STREET KOTZEBUE, AK 99752-0297 (907) 442-2410 AK0041002"
-161.149106,64.939408,KOYUK PUBLIC LIBRARY,"BIRCH STREET KOYUK, AK 99753-0005 (907) 963-3971 AK0087002"
-152.382611,63.801605,LAKE MINCHUMINA COMMUNITY LIBRARY,"123 AIRPORT WAY LAKE MINCHUMINA, AK 99757-0050 (907) 674-3211 AK0124001"
-163.016573,69.74103,KALI SCHOOL/COMMUNITY LIBRARY,"1029 QASIGIALIK STREET POINT LAY, AK 99759-0077 (907) 833-2311 AK0094009"
-149.092702,64.562223,NENANA PUBLIC LIBRARY,"201 EAST SECOND STREET NENANA, AK 99760-0040 (907) 832-5812 AK0048002"
-165.40543,64.497317,KEGOAYAH KOZGA LIBRARY,"223 FRONT STREET NOME, AK 99762-1168 (907) 443-6627 AK0052002"
-141.945631,62.944838,NORTHWAY COMMUNITY/SCHOOL LIBRARY,"MILE 5 NORTHWAY ROAD NORTHWAY, AK 99764-0496 (907) 778-2444 AK0053002"
-166.771754,68.346059,TIKIGAK SCHOOL/COMMUNITY LIBRARY,"1837 TIKIGAQ AVENUE POINT HOPE, AK 99766-0148 (907) 368-2662 AK0094004"
-155.726645,64.398398,RUBY COMMUNITY LIBRARY,"10 BOBBY KENNEDY SR. WAY RUBY, AK 99768-0010 (907) 468-4432 AK0060002"
-159.566744,66.294974,SELAWIK DAVIS RAMOTH COMMUNITY LIBRARY,"SELAWIK HIGH SCHOOL BUILDING SELAWIK, AK 99770-0119 (907) 484-2142 AK0041003"
-151.889321,65.326511,TANANA COMMUNITY/SCHOOL LIBRARY,"89 FRONT STREET TANANA, AK 99777-7109 (907) 366-7211 AK0073002"
-142.244612,63.921803,TOK COMMUNITY LIBRARY,"MILE 1314 ALASKA HIGHWAY TOK, AK 99780-0227 (907) 883-5623 AK0075002"
-160.024847,70.639117,ALAK COMMUNITY/SCHOOL LIBRARY,"567 MAIN STREET WAINWRIGHT, AK 99782-0010 (907) 763-2541 AK0094003"
-162.554438,65.006263,NAQIAKSRAT LIBRARY,"ROCKY ROAD & FISH RIVER ROAD WHITE MOUNTAIN, AK 99784-0130 (907) 638-3411 AK0092004"
-151.00117,70.223123,NUIQSUT TRAPPER SCHOOL/COMMUNITY LIBRARY,"3310  3RD AVENUE NUIQSUT, AK 99789-0167 (907) 480-6712 AK0094008"
-157.418523,70.475385,MEADE RIVER SCHOOL/COMMUNITY LIBRARY,"4001 KIPPI STREET ATQASUK, AK 99791-9999 (907) 633-6315 AK0094006"
-134.400041,58.297597,JUNEAU PUBLIC LIBRARIES,"292 MARINE WAY JUNEAU, AK 99801-1361 (907) 586-5324 AK0035004"
-134.582292,58.371179,MENDENHALL VALLEY PUBLIC LIBRARY,"9105 MENDENHALL MALL ROAD #134 JUNEAU, AK 99801-7156 (907) 789-0125 AK0035003"
-134.391732,58.275804,DOUGLAS PUBLIC LIBRARY,"1016 THIRD STREET DOUGLAS, AK 99824-5416 (907) 364-2378 AK0035002"
-136.855686,58.833884,GUSTAVUS PUBLIC LIBRARY,"MILE .25 AIRPORT ROAD GUSTAVUS, AK 99826-0279 (907) 697-2350 AK0028002"
-135.441616,59.238516,HAINES BOROUGH PUBLIC LIBRARY,"111 THIRD AVENUE SOUTH HAINES, AK 99827-1089 (907) 766-2545 AK0029002"
-135.437574,58.109155,ESTHER GREENWALD LIBRARY,"366 GARTEENI HIGHWAY HOONAH, AK 99829-0157 (907) 945-3611 AK0097002"
-136.135508,58.107964,PELICAN PUBLIC LIBRARY,"166 SALMON WAY PELICAN, AK 99832-0712 (907) 735-2500 AK0056002"
-132.562412,57.034899,PETERSBURG PUBLIC LIBRARY,"12 NORDIC DRIVE PETERSBURG, AK 99833-0549 (907) 772-3349 AK0057002"
-135.334477,57.049616,KETTLESON MEMORIAL LIBRARY,"320 HARBOR DRIVE SITKA, AK 99835-7570 (907) 747-4020 AK0067002"
-135.308005,59.460613,SKAGWAY PUBLIC LIBRARY,"769 STATE STREET SKAGWAY, AK 99840-0394 (907) 983-2665 AK0068002"
-135.212133,57.777547,DERMOTT O'TOOLE MEMORIAL LIBRARY,"707 WEST TENAKEE AVENUE TENAKEE SPRINGS, AK 99841-0035 (907) 736-2248 AK0074002"
-131.650775,55.344796,KETCHIKAN PUBLIC LIBRARY,"629 DOCK STREET KETCHIKAN, AK 99901-6589 (907) 225-3331 AK0039002"
-131.696402,55.356556,COFFMAN COVE COMMUNITY LIBRARY,"106 DENALI ALLEY COFFMAN COVE, AK 99918-0135 (907) 329-2080 AK0127001"
-132.527605,55.689438,THORNE BAY PUBLIC LIBRARY,"120 FREEMAN DRIVE THORNE BAY, AK 99919-0489 (907) 828-3303 AK0130001"
-133.149497,55.476842,CRAIG PUBLIC LIBRARY,"504 THIRD STREET CRAIG, AK 99921-0769 (907) 826-3281 AK0017003"
-130.729637,55.635174,HYDER PUBLIC LIBRARY,"50 MAIN STREET HYDER, AK 99923-0050 (250) 636-9148 AK0117001"
-132.958665,55.556003,KLAWOCK PUBLIC LIBRARY,"615 NORTH PARK STREET KLAWOCK, AK 99925-0469 (907) 755-2261 AK0123001"
-131.582243,55.132036,CENTENNIAL LIBRARY,"4TH & MILTON STREET METLAKATLA, AK 99926-0007 (907) 886-6015 AK0046002"
-132.379819,56.451462,IRENE INGLE PUBLIC LIBRARY,"124 SECOND AVENUE WRANGELL, AK 99929-0679 (907) 874-3535 AK0081002"
-132.879348,55.764769,HOLLIS PUBLIC LIBRARY,"HOLLIS SCHOOL ROAD HOLLIS, AK 99950-0005 (907) 530-7011 AK0031002"
-132.879348,55.764769,WHALE PASS COMMUNITY LIBRARY,"BEACH ROAD LOT 3 BLOCK 14 WHALE PASS, AK 99950-9999 (907) 846-5226 AK0134001"
-87.05286,34.096839,CRANE HILL COMMUNITY LIBRARY,"14538 COUNTY RD. 222 CRANE HILL, AL 35053 (256) 747-6509 AL0199011"
-86.767378,34.230671,FAIRVIEW PUBLIC LIBRARY,"7525 ALABAMA HWY 69N CULLMAN, AL 35058 (256) 796-5424 AL0199009"
-87.123472,33.226064,EUNICE KELLY WORTHINGTON,"321 PRESBYTERIAN CHURCH ROAD GREEN POND, AL 35074 (205) 938-0008 AL8009001"
-86.431211,33.352812,HARPERSVILLE PUBLIC LIBRARY,"39397 HIGHWAY 25 HARPERSVILLE, AL 35078 (205) 672-8336 AL0128004"
-86.520663,33.385733,WESTOVER PUBLIC LIBRARY,"3312 WESTOVER ROAD WESTOVER, AL 35147 (205) 678-3375 AL0128005"
-86.847963,33.511828,MCCOY LITERACY LIBRARY,"730 8TH AVE W. SUITE 320 BIRMINGHAM, AL 35204 (205) 322-6371 AL0108026"
-86.891988,34.526116,PRICEVILLE PUBLIC LIBRARY,"103 FAYE DRIVE PRICEVILLE, AL 35603 (256) 584-0230 AL8007005"
-86.57297,34.934205,TILLMAN HILL BRANCH LIBRARY,"131 KNOWLEDGE DRIVE HAZEL GREEN, AL 35750 (256) 828-9529 AL0166022"
-86.714332,34.754516,MONROVIA BRANCH,"1962 JEFF ROAD MADISON, AL 35758 (256) 837-6153 AL0166023"
-86.605361,34.727344,OSCAR MASON BRANCH,"149 MASON COURT HUNTSVILLE, AL 35805 (256) 535-2272 AL0166026"
-86.264875,31.71643,LUVERNE PUBLIC LIBRARY,"148 EAST THIRD AVENUE LUVERNE, AL 36049 (334) 335-5326 AL0044002"
-85.879175,32.540293,TALLASSEE COMMUNITY LIBRARY,"99 FREEMAN AVENUE TALLASSEE, AL 36078 (334) 283-2732 AL0056002"
-85.838535,33.662335,CARVER BRANCH,"722 WEST 14TH STREET ANNISTON, AL 36201 (256) 237-7201 AL0154003"
-86.046002,31.118119,SAMSON PUBLIC LIBRARY,"200 NORTH JOHNSON STREET SAMSON, AL 36477 (334) 898-7806 AL0046002"
-87.523784,32.411589,UNIONTOWN PUBLIC LIBRARY,"108 WATER STREET UNIONTOWN, AL 36786 (334) 628-6681 AL0180002"
-86.485327,33.592083,DORIS STANLEY MEMORIAL LIBRARY,"1515 BOOKMARK LANE MOODY, AL 35004-2239 (205) 640-2517 AL0146002"
-86.953238,33.600132,ADAMSVILLE PUBLIC LIBRARY,"4825 MAIN STREET ADAMSVILLE, AL 35005-0241 (205) 674-3399 AL0090002"
-86.82663,33.244351,ALBERT L. SCOTT LIBRARY,"100 9TH STREET NW ALABASTER, AL 35007-9172 (205) 664-6822 AL0129002"
-85.95393,32.941541,ADELIA MCCONNELL RUSSELL LIBRARY,"318 CHURCH STREET ALEXANDER CITY, AL 35010-5010 (256) 329-6796 AL0049002"
-85.987698,32.811403,MAMIE'S PLACE,"813 CHURCH STREET ALEXANDER CITY, AL 35010-5010 (256) 234-4644 AL0049003"
-86.49695,34.320381,ARAB PUBLIC LIBRARY,"325 2ND STREET NW ARAB, AL 35016-1346 (256) 586-3366 AL0124002"
-86.97267,33.392696,BESSEMER PUBLIC LIBRARY,"701 9TH AVENUE N BESSEMER, AL 35020-5305 (205) 428-7882 AL0091002"
-86.997617,33.449103,HUEYTOWN PUBLIC LIBRARY,"1372 HUEYTOWN ROAD HUEYTOWN, AL 35023-2443 (205) 491-1443 AL0099002"
-86.589984,34.078943,BLOUNTSVILLE PUBLIC LIBRARY,"65 CHESTNUT STREET BLOUNTSVILLE, AL 35031-0219 (205) 429-3156 AL0159002"
-86.734865,33.103975,CALERA PUBLIC LIBRARY,"9700 HIGHWAY 25 CALERA, AL 35040-0690 (205) 668-3514 AL0130002"
-87.150862,32.945011,BRENT-CENTREVILLE PUBLIC LIBRARY,"20 LIBRARY STREET CENTREVILLE, AL 35042-1322 (205) 926-4736 AL0161002"
-86.599429,33.350659,CHELSEA PUBLIC LIBRARY,"16623 HIGHWAY 280 CHELSEA, AL 35043-0111 (205) 678-8455 AL0128003"
-86.355664,33.277527,EARLE A. RAINWATER MEMORIAL LIBRARY,"124 NINTH AVENUE SW CHILDERSBURG, AL 35044-1642 (256) 378-7239 AL0015002"
-86.624538,32.840724,CHILTON-CLANTON PUBLIC LIBRARY,"100 FIRST AVENUE CLANTON, AL 35045-3499 (205) 755-1768 AL0162002"
-86.607628,33.185383,COLUMBIANA PUBLIC LIBRARY,"50 LESTER STREET COLUMBIANA, AL 35051-1459 (205) 669-5812 AL0131002"
-86.607628,33.185383,HARRISON REGIONAL LIBRARY SYSTEM,"50 LESTER STREET COLUMBIANA, AL 35051-9477 (205) 669-3910 AL0128002"
-86.842599,34.179134,CULLMAN COUNTY PUB LIBRARY SYSTEM,"200 CLARK STREET NE CULLMAN, AL 35055-2997 (256) 734-1068 AL0199002"
-87.07569,33.743559,DORA PUBLIC LIBRARY,"1485 SHARON BLVD DORA, AL 35062-0700 (205) 648-3211 AL0004002"
-86.915247,33.491288,WALTER J. HANNA MEMORIAL LIBRARY,"4615 GARY AVENUE FAIRFIELD, AL 35064-1341 (205) 783-6007 AL0093002"
-86.798343,33.608463,FULTONDALE PUBLIC LIBRARY,"1015 OLD WALKERS CHAPEL ROAD FULTONDALE, AL 35068-0549 (205) 849-6335 AL0094002"
-86.749221,34.011666,GARDEN CITY PUBLIC LIBRARY,"CITY HALL GARDEN CITY, AL 35070-0172 (256) 352-4552 AL0199007"
-86.818643,33.65067,GARDENDALE-MARTHA MOORE LIBRARY,"995 MT OLIVE ROAD GARDENDALE, AL 35071-4654 (205) 631-6639 AL0095002"
-86.05253,33.063835,GOODWATER PUBLIC LIBRARY,"36 WEOGUFKA STREET GOODWATER, AL 35072-0140 (256) 839-5741 AL0051002"
-86.883171,33.94759,TOM BEVILL BRANCH,"115 BYARS ROAD HANCEVILLE, AL 35072-2836 (205) 287-1198 AL0199008"
-86.973327,33.626631,GRAYSVILLE PUBLIC LIBRARY,"315 SOUTH MAIN STREET GRAYSVILLE, AL 35073-1404 (205) 674-3040 AL0096002"
-86.767471,34.058346,HANCEVILLE PUBLIC LIBRARY,"108 MAIN STREET HANCEVILLE, AL 35077-5010 (256) 352-9830 AL0199003"
-86.842523,33.28979,HELENA PUBLIC LIBRARY,"230 TUCKER ROAD HELENA, AL 35080-0262 (205) 664-8308 AL0132002"
-86.754728,32.988363,JEMISON PUBLIC LIBRARY,"HIGHWAY 31 JEMISON, AL 35085-0609 (205) 688-4492 AL0162003"
-86.564341,33.542778,LEEDS JANE CULBRETH LIBRARY,"8104 PARKWAY DRIVE LEEDS, AL 35094-2225 (205) 699-5962 AL0101002"
-86.122667,33.604401,LINCOLN PUBLIC LIBRARY,"49 COMPLEX DRIVE LINCOLN, AL 35096-5096 (205) 763-7777 AL0016002"
-86.861002,33.102918,PARNELL MEMORIAL LIBRARY,"277 PARK DRIVE MONTEVALLO, AL 35115-3720 (205) 665-9207 AL0134002"
-86.396318,33.682912,ODENVILLE PUBLIC LIBRARY,"200 ALABAMA STREET ODENVILLE, AL 35120-0249 (205) 629-5901 AL0147002"
-86.475671,33.94459,ONEONTA PUBLIC LIBRARY,"221 2ND STREET SOUTH ONEONTA, AL 35121-1721 (205) 274-7641 AL0176002"
-86.810842,33.287942,PELHAM PUBLIC LIBRARY,"3160 PELHAM PARKWAY PELHAM, AL 35124-1627 (205) 620-6418 AL0135002"
-86.285981,33.587204,PELL CITY PUBLIC LIBRARY,"1923 1ST AVENUE NORTH PELL CITY, AL 35125-1663 (205) 884-1015 AL0148002"
-86.970232,33.490613,PLEASANT GROVE PUBLIC LIBRARY,"501 PARK ROAD PLEASANT GROVE, AL 35127-0339 (205) 744-1742 AL0103002"
-86.153776,33.742677,RAGLAND PUBLIC LIBRARY,"738 MAIN STREET RAGLAND, AL 35131-9603 (205) 472-2007 AL0204002"
-86.225611,32.871395,ROCKFORD PUBLIC LIBRARY,"110 MAIN STREET ROCKFORD, AL 35136-0128 (256) 377-4911 AL0055002"
-86.447913,33.776477,SPRINGVILLE PUBLIC LIBRARY,"6496 US 11 SPRINGVILLE, AL 35146-9330 (334) 467-2339 AL0226002"
-87.049527,33.749579,SUMITON PUBLIC LIBRARY,"416 STATE STREET SUMITON, AL 35148-0010 (205) 648-7451 AL0009002"
-86.250724,33.171851,B. B. COMER MEMORIAL LIBRARY,"314 NORTH BROADWAY AVENUE SYLACAUGA, AL 35150-2528 (256) 249-0961 AL0013002"
-86.09972,33.433132,TALLADEGA PUBLIC LIBRARY,"202 SOUTH STREET E TALLADEGA, AL 35160-2471 (256) 362-4211 AL0020002"
-86.75317,32.880746,THORSBY PUBLIC LIBRARY,"HIGHWAY 31 NORTH THORSBY, AL 35171-0608 (334) 644-3375 AL0162005"
-86.604659,33.626516,TRUSSVILLE PUBLIC LIBRARY,"201 PARKWAY DRIVE TRUSSVILLE, AL 35173-1125 (205) 655-2022 AL0105002"
-86.416809,33.405278,LALLOUISE F. MCGRAW LIBRARY,"42860 HIGHWAY 25   P.O. BOX 3 VINCENT, AL 35178-0003 (205) 672-2749 AL0133002"
-86.807909,33.813402,WARRIOR PUBLIC LIBRARY,"101 FIRST STREET WARRIOR, AL 35180-1500 (205) 647-3006 AL0107002"
-87.207491,33.093607,WEST BLOCTON PUBLIC LIBRARY,"62 WALTER OWENS DRIVE WEST BLOCTON, AL 35184-5184 (205) 938-3570 AL0229002"
-86.506998,33.227781,VERNICE STOUDENMIRE LIBRARY,"MAIN STREET WILSONVILLE, AL 35186-0024 (205) 669-6180 AL0136002"
-86.80784,33.520588,BIRMINGHAM PUBLIC LIBRARY,"2100 PARK PLACE BIRMINGHAM, AL 35203-2794 (205) 226-3610 AL0108004"
-86.836365,33.513995,SMITHFIELD BRANCH,"1  8TH AVENUE WEST BIRMINGHAM, AL 35204-3724 (205) 324-8428 AL0108016"
-86.798842,33.499422,SOUTHSIDE BRANCH LIBRARY,"1814 11TH AVENUE SOUTH BIRMINGHAM, AL 35205-5205 (205) 933-7776 AL0108017"
-86.727658,33.560589,EAST LAKE BRANCH LIBRARY,"5 OPORTO MADRID BLVD SOUTH BIRMINGHAM, AL 35206-4800 (205) 836-3341 AL0108006"
-86.81972,33.552367,NORTH BIRMINGHAM REGIONAL,"2501  31ST  AVENUE NORTH BIRMINGHAM, AL 35207-4554 (205) 226-4025 AL0108012"
-86.873265,33.493238,FIVE POINTS WEST REGIONAL LIBRARY,"4812 AVENUE W BIRMINGHAM, AL 35208-4704 (205) 226-4013 AL0108009"
-86.795368,33.475526,HOMEWOOD PUBLIC LIBRARY,"1721 OXMOOR ROAD HOMEWOOD, AL 35209-4085 (205) 332-6636 AL0097002"
-86.706714,33.53792,IRONDALE PUBLIC LIBRARY,"105 SOUTH 20TH STREET IRONDALE, AL 35210-1593 (205) 951-1415 AL0100002"
-86.727178,33.519962,EASTWOOD BRANCH,"4500 MONTEVALLO ROAD SUITE E106-10 BIRMINGHAM, AL 35210-1912 (205) 591-4944 AL0108007"
